iter	RMSE
186	0.4616802353
187	0.4598557513
188	0.458395144
189	0.4561391545
190	0.4542056474
191	0.452968226
192	0.4515224884
193	0.4504491186
194	0.4495852899
195	0.4472303795
196	0.4456150374
197	0.444113513
198	0.442675775
199	0.4400603325
200	0.4384294049
201	0.4372728511
202	0.4360042299
203	0.4337582317
204	0.4320196276
205	0.4304106443
206	0.4281087777
207	0.4263107528
208	0.4248577013
209	0.4218457697
210	0.4203223314
211	0.4186879587
212	0.4171837912
213	0.4162089468
214	0.4147367939
215	0.4133929186
216	0.4111635078
217	0.4092662182
218	0.4076785743
219	0.4065158908
220	0.4048575358
221	0.4035460709
222	0.4026517708
223	0.4011511225
224	0.4002092087
225	0.3992547754
226	0.398199749
227	0.3955506512
228	0.3945033469
229	0.392184995
230	0.3912944202
231	0.3897352887
232	0.3877372123
233	0.3852405367
234	0.3834771426
235	0.3819672182
236	0.3812513348
237	0.3799901394
238	0.3785427055
239	0.3769657973
240	0.3756511963
241	0.3746319517
242	0.3737047878
243	0.3723922173
244	0.3708896898
245	0.3691514239
246	0.3673756134
247	0.3660971333
248	0.3635617208
249	0.3621104083
250	0.3600599613
251	0.3593649432
252	0.3586049454
253	0.3569340891
254	0.3554946005
255	0.3538190304
256	0.3526484676
257	0.3516967997
258	0.3498538474
259	0.3489301406
260	0.3472448536
261	0.3458198011
262	0.3451482925
263	0.3445505778
264	0.3429770961
265	0.3405376444
266	0.3389457999
267	0.3380942601
268	0.336960941
269	0.3350728829
270	0.3336425622
271	0.3321754857
272	0.3307929419
273	0.3295600401
274	0.3287490881
275	0.3281025515
276	0.3258242561
277	0.3246453812
278	0.3224981929
279	0.320470094
280	0.3199059127
281	0.3184912461
282	0.3179464324
283	0.3158503434
284	0.3145447417
285	0.3129878521
286	0.3124532713
287	0.3114788382
288	0.3103392104
289	0.3090321625
290	0.307715348
291	0.3070441482
292	0.3063849224
293	0.3056156893
294	0.3049187671
295	0.3044196259
296	0.3032143028
297	0.3020375635
298	0.3015500607
299	0.300280777
300	0.2991207345
301	0.298273023
302	0.297771929
303	0.29606032
304	0.294649395
305	0.2934942521
306	0.2930312991
307	0.2917227429
308	0.2909197025
309	0.2895463965
310	0.2887202108
311	0.2875826804
312	0.2867113537
313	0.2862643192
314	0.2858048989
315	0.2846937371
316	0.2841094645
317	0.2836766446
318	0.2826265556
319	0.2815772253
320	0.2802519583
321	0.2788128405
322	0.2775348556
323	0.2771181726
324	0.2755660889
325	0.2750195918
326	0.2746065181
327	0.2737684936
328	0.2726714404
329	0.2716538398
330	0.2706588817
331	0.2696890756
332	0.2693118137
333	0.2684028889
334	0.2672089103
335	0.2660545552
336	0.2643519698
337	0.2634415938
338	0.2624764385
339	0.2621030731
340	0.2617355382
341	0.2607022966
342	0.2598162135
343	0.258885608
344	0.258413876
345	0.2574246042
346	0.2565237955
347	0.2561750866
348	0.2553054372
349	0.2542258982
350	0.2534034787
351	0.2525404476
352	0.2522154404
353	0.2511740659
354	0.2508454912
355	0.2504164122
356	0.2495098622
357	0.2491916522
358	0.2482589473
359	0.2478719769
360	0.2469629351
361	0.2458197743
362	0.2450077283
363	0.244415134
364	0.2441154386
365	0.2438198877
366	0.2430406547
367	0.2424660322
368	0.2415785952
369	0.2406147553
370	0.2397448507
371	0.2391926174
372	0.2383297957
373	0.2377488533
374	0.2369063273
375	0.2363407196
376	0.2355346683
377	0.2349834784
378	0.2347164765
379	0.2338106796
380	0.2329922253
381	0.2321739483
382	0.2316402318
383	0.2308431852
384	0.2303041729
385	0.2294441544
386	0.2289271192
387	0.2283202547
388	0.2276093995
389	0.2273601813
390	0.227114411
391	0.2266038424
392	0.2258354178
393	0.2251553
394	0.2244066371
395	0.2239122467
396	0.2231622312
397	0.2224998128
398	0.2219449882
399	0.2212172061
400	0.2204930489
401	0.2197854795
402	0.2181400785
403	0.2176098078
404	0.2168434168
405	0.21617226
406	0.2154774118
407	0.2152486991
408	0.2147809339
409	0.2141224516
410	0.2138468792
411	0.2136923024
412	0.21354006
413	0.2133901096
414	0.2132424097
415	0.2123571841
416	0.211619194
417	0.2111928451
418	0.2110507328
419	0.2101892427
420	0.2094752272
421	0.2093376826
422	0.2089234396
423	0.2080850279
424	0.2078694585
425	0.2068207377
426	0.2061456415
427	0.2056234569
428	0.2048037463
429	0.2041488312
430	0.2040201246
431	0.2036297065
432	0.2028320077
433	0.2018415272
434	0.2017156193
435	0.2011203624
436	0.2001535448
437	0.1995177073
438	0.1993937326
439	0.1987740808
440	0.1983296533
441	0.1977632686
442	0.1971828663
443	0.1967238516
444	0.1961788263
445	0.1956198389
446	0.195377425
447	0.1946343523
448	0.1941905936
449	0.1929404739
450	0.1922060906
451	0.1915356657
452	0.1908244401
453	0.1902996937
454	0.1897141478
455	0.1892016472
456	0.1889681985
457	0.188508587
458	0.187826353
459	0.187162784
460	0.1866306511
461	0.1861256094
462	0.1856331251
463	0.1851433776
464	0.1841672139
465	0.1836454611
466	0.1830359298
467	0.1823728732
468	0.1819631421
469	0.1813395141
470	0.1807329395
471	0.1793068558
472	0.1788127351
473	0.1777460753
474	0.1772892739
475	0.1768434721
476	0.1764849189
477	0.1754543925
478	0.174815261
479	0.1743858887
480	0.1742158867
481	0.1732215886
482	0.1727819494
483	0.1726154475
484	0.1724515377
485	0.1722901793
486	0.1712736273
487	0.1708295879
488	0.1706711141
489	0.1698177952
490	0.1694349412
491	0.1685636479
492	0.1677131549
493	0.167450375
494	0.1668898463
495	0.1664853452
496	0.1663009776
497	0.1650640069
498	0.1645172849
499	0.163322009
500	0.1626603106
501	0.1615007771
502	0.1611586261
503	0.1608215826
504	0.1596287241
505	0.1592969648
506	0.1584030504
507	0.1582346354
508	0.158068953
509	0.1571980185
510	0.157035449
511	0.1568755171
512	0.1560270188
513	0.1556408282
514	0.15548499
515	0.1547615997
516	0.1539838174
517	0.1536673197
518	0.1529691147
519	0.1527374643
520	0.1525769667
521	0.1518957133
522	0.1516707569
523	0.1510258523
524	0.150323514
525	0.1495912937
526	0.1494427274
527	0.1492965613
528	0.1486040376
529	0.1484595933
530	0.1477208036
531	0.1470139926
532	0.1468560809
533	0.1461322572
534	0.1454852309
535	0.1448395691
536	0.144683059
537	0.1440527612
538	0.1438978311
539	0.1432237422
540	0.1426088628
541	0.1424557581
542	0.1415737577
543	0.1410117093
544	0.1407329928
545	0.1401418211
546	0.139854572
547	0.1392674243
548	0.1386952997
549	0.1381100107
550	0.1374697151
551	0.136902346
552	0.1366186946
553	0.1359401813
554	0.1351273846
555	0.135042292
556	0.1344261515
557	0.1339206204
558	0.1336500233
559	0.1335661214
560	0.1330734646
561	0.1328099029
562	0.1327269377
563	0.1322468536
564	0.1319901584
565	0.1319081235
566	0.1315067516
567	0.1311992317
568	0.1304691717
569	0.1303894245
570	0.1301398752
571	0.1294276195
572	0.1293494058
573	0.1289459428
574	0.1282520317
575	0.1281752906
576	0.1280330769
577	0.1279580719
578	0.1275631698
579	0.1269018229
580	0.1266559057
581	0.1260087726
582	0.1257552071
583	0.1255135145
584	0.1250323284
585	0.124652748
586	0.1240026874
587	0.1239300618
588	0.1233119147
589	0.1231864279
590	0.1228292121
591	0.1222076208
592	0.1219374725
593	0.1218149807
594	0.1215496975
595	0.1211875938
596	0.1205978037
597	0.120335547
598	0.1200773488
599	0.1199589212
600	0.1193986079
601	0.1190942082
602	0.1187961329
603	0.1184017631
604	0.1181108978
605	0.1180422604
606	0.1174668923
607	0.1171496766
608	0.1166809324
609	0.1163866742
610	0.116108114
611	0.1160014644
612	0.1154633997
613	0.1153653958
614	0.1148385657
615	0.1147413009
616	0.114645737
617	0.1141289278
618	0.1140340707
619	0.1134716512
620	0.1133670819
621	0.1130416405
622	0.1128231297
623	0.112322201
624	0.1122292795
625	0.1116537232
626	0.1115619525
627	0.1114717675
628	0.1109860426
629	0.110768636
630	0.1103090953
631	0.1100975831
632	0.1096229177
633	0.1091791829
634	0.1089748911
635	0.1087513004
636	0.1082309939
637	0.107799994
638	0.1075814042
639	0.1072190317
640	0.1067316625
641	0.1063065681
642	0.1061035371
643	0.1056895368
644	0.1054781067
645	0.1050482068
646	0.1048406713
647	0.1043400357
648	0.1041439172
649	0.1037377604
650	0.1033017592
651	0.1028494993
652	0.1026577275
653	0.1022586078
654	0.1018669167
655	0.1014606146
656	0.1011284309
657	0.1008034725
658	0.1006675333
659	0.1002441197
660	0.09992138204
661	0.09973824106
662	0.09930848685
663	0.09912851409
664	0.09873520876
665	0.09853836801
666	0.09815264904
667	0.09797832157
668	0.09759869865
669	0.09740511164
670	0.09700277777
671	0.09658796531
672	0.09629635472
673	0.09591815635
674	0.09575047885
675	0.09538507722
676	0.09499899347
677	0.0945992515
678	0.09418485052
679	0.09383026097
680	0.09370962704
681	0.09332747864
682	0.0931646099
683	0.09284716954
684	0.09256703022
685	0.09218629973
686	0.09187887097
687	0.09155992461
688	0.09130263272
689	0.0909145514
690	0.09074473476
691	0.09040605004
692	0.09022786437
693	0.08983672836
694	0.08964248919
695	0.08952759435
696	0.08914375285
697	0.08884054133
698	0.08867209742
699	0.08838390682
700	0.08803807443
701	0.08768670609
702	0.08733367794
703	0.08722128478
704	0.08695332841
705	0.08683872852
706	0.08651699876
707	0.08640360258
708	0.0862928192
709	0.08618375826
710	0.08586836657
711	0.08562134247
712	0.08533550582
713	0.0851814635
714	0.08482222299
715	0.0845402093
716	0.08437636619
717	0.08402616981
718	0.08373659765
719	0.08363051776
720	0.08347219276
721	0.08313086914
722	0.08283608379
723	0.08260422462
724	0.0822784649
725	0.08200904196
726	0.08166916464
727	0.08149595526
728	0.08135222369
729	0.08107852488
730	0.08097619287
731	0.08066173621
732	0.08034726155
733	0.08019754937
734	0.07989145281
735	0.07979071525
736	0.07949152809
737	0.0792178146
738	0.0789514363
739	0.07877062826
740	0.07860465057
741	0.07846266845
742	0.07820032785
743	0.07788497108
744	0.077628134
745	0.07753040412
746	0.07724955866
747	0.07714504231
748	0.07690185681
749	0.07662907444
750	0.07636543482
751	0.07606048197
752	0.07581208706
753	0.07551500672
754	0.07525567793
755	0.07515264746
756	0.07491843539
757	0.07466441728
758	0.07453130638
759	0.07436639883
760	0.07409363236
761	0.07380337261
762	0.073519099
763	0.07339390847
764	0.07315651634
765	0.07287798729
766	0.0727570571
767	0.07248413816
768	0.07236588621
769	0.07212686133
770	0.0718737419
771	0.07160876256
772	0.07138137487
773	0.07112448872
774	0.07101127785
775	0.07072640154
776	0.0705321215
777	0.07030314942
778	0.07007301393
779	0.06982170525
780	0.06971192631
781	0.06948860903
782	0.06926276624
783	0.06910640117
784	0.06872014784
785	0.06850135061
786	0.06812499077
787	0.06801911753
788	0.06766502571
789	0.06745226376
790	0.0673637337
791	0.06699870673
792	0.06679121343
793	0.0664362149
794	0.06634922232
795	0.06617849887
796	0.06587224146
797	0.06566116569
798	0.06557689534
799	0.06534440004
800	0.06517713557
801	0.06487939322
802	0.06467739907
803	0.06448011955
804	0.06439705264
805	0.06405744031
806	0.06397571638
807	0.06371396355
808	0.06346030469
809	0.06325025397
810	0.06304478076
811	0.06280114391
812	0.06260120295
813	0.06239772573
814	0.06216265713
815	0.06196976966
816	0.06183381686
817	0.06177447746
818	0.06156572864
819	0.06143233339
820	0.06130091125
821	0.06124217267
822	0.06111256748
823	0.06088800114
824	0.06064793945
825	0.06045711655
826	0.06027029913
827	0.06009415121
828	0.06001537205
829	0.05983274229
830	0.0597080042
831	0.05952872903
832	0.05939671621
833	0.05922832383
834	0.05905268119
835	0.05887209924
836	0.05870091216
837	0.05855394603
838	0.05843775414
839	0.05838373517
840	0.0582695752
841	0.05810356341
842	0.0580388208
843	0.0579752005
844	0.05767478815
845	0.05746661326
846	0.0574150897
847	0.05725375733
848	0.05696192843
849	0.05677635447
850	0.05671554024
851	0.05643206851
852	0.05637242468
853	0.05609668511
854	0.05584711017
855	0.05556315086
856	0.05532108613
857	0.05525130424
858	0.05518258058
859	0.05498304204
860	0.05474677081
861	0.05456931395
862	0.05450154799
863	0.05430926139
864	0.05412299976
865	0.05394256974
866	0.05371193806
867	0.05353064789
868	0.05330491216
869	0.05313591509
870	0.05297139759
871	0.05290552127
872	0.05268660798
873	0.05263957725
874	0.0524636825
875	0.05219563945
876	0.05203664693
877	0.05178088393
878	0.05152262492
879	0.05130431917
880	0.05115121449
881	0.05091293721
882	0.05071961332
883	0.05065549024
884	0.05046759245
885	0.05034654833
886	0.0502288137
887	0.04999687313
888	0.04989004253
889	0.04981419129
890	0.04958860481
891	0.04940664249
892	0.04930234199
893	0.04919992898
894	0.04909936649
895	0.04902538149
896	0.0489263013
897	0.04868002919
898	0.04863641242
899	0.04859339517
900	0.04849486585
901	0.04833181957
902	0.04828951439
903	0.04819239125
904	0.04803419449
905	0.04799264852
906	0.04783845199
907	0.04779010754
908	0.04769441043
909	0.04754433328
910	0.04739789667
911	0.04735616954
912	0.04723652915
913	0.04719537566
914	0.0470044122
915	0.04688756337
916	0.04684729821
917	0.04680758712
918	0.04666685242
919	0.04653118295
920	0.0464921314
921	0.04630765333
922	0.04617472805
923	0.04613663866
924	0.04609907249
925	0.04587472862
926	0.04574596818
927	0.04561096511
928	0.04557435012
929	0.04548409061
930	0.04537139649
931	0.04533536631
932	0.04515829501
933	0.04503385495
934	0.04493992432
935	0.04468902043
936	0.04465370623
937	0.04450096788
938	0.0444660268
939	0.04436039457
940	0.04415720186
941	0.0441229044
942	0.04408907859
943	0.04396211693
944	0.04385111437
945	0.04381784393
946	0.04364941229
947	0.04345344292
948	0.04334798834
949	0.04317155574
950	0.04295904233
951	0.04281361454
952	0.04270706429
953	0.04267034695
954	0.04250124854
955	0.04239664217
956	0.04236040434
957	0.04219953939
958	0.04209984965
959	0.04190219695
960	0.0417603141
961	0.04157503924
962	0.04147434625
963	0.04133796881
964	0.04111729677
965	0.04108737465
966	0.04090773083
967	0.04069303571
968	0.04055930867
969	0.04035053948
970	0.04032077048
971	0.04022569914
972	0.0401964145
973	0.039998666
974	0.03996968524
975	0.03987659251
976	0.03970498353
977	0.03963266007
978	0.03946609814
979	0.03939557108
980	0.03932629793
981	0.03916508695
982	0.03898691474
983	0.03884486482
984	0.03869126441
985	0.03851849355
986	0.03838289582
987	0.03821487044
988	0.03808276418
989	0.03794417945
990	0.03778138924
991	0.03765525456
992	0.03752252674
993	0.03737807657
994	0.03710469685
995	0.03699731032
996	0.03693477583
997	0.03687055393
998	0.03680488145
999	0.03674328465
